Field ,Area,Identification number,Days,Na,K,Mg,Ca,Sr,Ba,Cl,SO4
Dan ,Central,86,4949,24932.32,232,346,1316,253,1,41867,504
Dan ,Central,52,4951,23726.43000001,253,389,1350,237,1,40089.00000001,651
Dan ,Central,50,4953,23712.74000001,243,277,1110,217,1,39317.00000001,615
Dan ,Central,52,4954,24578.29000001,254,285,1054,218,1,40588,615
Dan ,Central,51,4955,27817.22000001,217,330,1451,278,1,46478,559
Dan ,Central,50,4961,23854.92000001,244,274,1195,223,1,39681.00000001,619
Dan ,Central,52,4962,24137.87,265,298,1290,228,1,40360,645
Dan ,Central,51,4965,27125.99,229,334,1499,280,1,45649.00000001,385
Dan ,Central,68,4967,28058.64,280,523,3771,364,1,51724,458
Dan ,Central,42,4978,21506.05000001,210,237,970,187,1,35557.00000001,527
Dan ,Central,63,4980,23247.7,360,466,1220,169,1,39100,1040
Dan ,Central,86,4980,23956.46000001,359,406,1944,244,1,41726,545
Dan ,Central,50,4981,24881.36,370,259,1120,187,1,41100,720
Dan ,Central,51,4981,26735.18000001,226,352,1715,338,1,45409.00000001,542
Dan ,Central,68,4982,25290.9,325,525,3756,340,1,47478,424
Dan ,Central,52,4982,25297.92,560,283,1052,187,1,41910,660
Dan ,Central,68,4983,25063.63,329,522,3896,338,1,47375.00000001,415
Dan ,Central,63,4984,23102.21000001,233,174,1236,204,1,38076,887
Dan ,Central,51,4995,27814.76000001,228,327,1553,328,1,46684,576
Dan ,Central,86,4997,25158.34000001,231,366,1582,299,1,42738,563
Dan ,Central,63,4998,23770.69,292,446,1175,228,1,39773.00000001,1015
Dan ,Central,50,5004,25259.52,275,293,1158,255,1,41831,703
Dan ,Central,52,5004,25979.93000001,284,292,1035,252,1,42728,703
Dan ,Central,42,5005,22689.64000001,239,238,973,216,1,37405.00000001,577
Dan ,Central,50,5017,22520.14,296,337,992,227,1,37303,880
Dan ,Central,86,5018,23625.86000001,324,383,1419,290,1,40146,651
Dan ,Central,63,5018,23912.33,267,454,1164,226,1,39946,1049
Dan ,Central,68,5018,27663.45000001,311,474,2722,322,1,49087.00000001,486
Dan ,Central,42,5019,22191.53000001,230,237,979,219,1,36647,565
Dan ,Central,51,5019,26523.75,225,305,1326,299,1,44193.00000001,584
Dan ,Central,79,5048,12906.55000001,397,1022,681,38,1,22517.00000001,2688
Dan ,Central,50,5050,15868.78,380,730,840,98,1,27200,1810
Dan ,Central,42,5053,22015.25000001,258,251,1072,228,1,36614,564
Dan ,Central,79,5056,18909.11,335,623,1047,151,1,32183,1493
Dan ,Central,79,5059,19200.02000001,560,703,1033,118,1,32970,1560
Dan ,Central,52,5060,24446.43000001,550,312,1036,179,1,40570,750
Dan ,Central,79,5066,19508.95,343,628,1111,166,1,33271,1473
Dan ,Central,63,5067,22654.98000001,330,483,1159,161,1,38130,990
Dan ,Central,86,5067,23957.15,297,381,1546,228,1,40857.00000001,576
Dan ,Central,50,5072,15512.63000001,327,786,873,99,1,26606,2106
Dan ,Central,79,5079,20253.68,520,630,980,129,1,34380,1400
Dan ,Central,79,5080,20586.49,335,581,981,150,1,34593.00000001,1410
Dan ,Central,51,5085,27883.50000001,213,333,1308,252,1,46269.00000001,616
Dan ,Central,50,5086,15146.18000001,325,788,833,96,1,25929.00000001,2163
Dan ,Central,50,5088,16001.47,297,676,722,94,1,26804,2020
Dan ,Central,52,5088,24597.75000001,269,336,984,199,1,40526,771
Dan ,Central,53,5089,19979.69,260,502,896,139,1,33405.00000001,1130
Dan ,Central,49,5089,20550.87000001,297,304,1118,176,1,34596,547
Dan ,Central,42,5090,22330.76000001,215,253,1007,183,29,36923,575
Dan ,Central,68,5090,29079.76,281,281,2114,384,1,49643,503
Dan ,Central,86,5092,23912.28,457,414,1524,275,1,40918,726
Dan ,Central,79,5095,19885.84,430,592,974,156,1,33562,1492
Dan ,Central,50,5096,15295.79,320,730,689,94,1,25770,2108
Dan ,Central,52,5097,24623.79,291,331,1006,234,1,40633.00000001,779
Dan ,Central,79,5100,20188.43,400,562,985,162,1,33968,1452
Dan ,Central,50,5101,14225.48,319,762,623,76,1,24000,2215
Dan ,Central,79,5102,18244.66000001,396,625,844,126,1,30723,1650
Dan ,Central,79,5104,12978.63000001,396,949,548,36,1,22049.00000001,2861
Dan ,Central,63,5104,23069.31,246,433,1108,179,1,38470,991
Dan ,Central,42,5106,22626.32,221,240,949,217,1,37258,573
Dan ,Central,52,5107,24274.96,277,315,965,231,1,39966,771
Dan ,Central,79,5109,17695.18,364,780,757,71,1,29640,2272
Dan ,Central,50,5112,14450.83,258,872,668,76,1,24720,2179
Dan ,Central,65,5114,11335.38000001,305,1144,373,5,1,19726,2778
Dan ,Central,86,5115,22247.67000001,331,478,1296,189,1,37850,858
Dan ,Central,50,5121,15428.08,225,823,713,85,1,26222,2071
Dan ,Central,79,5121,15477.67000001,288,909,684,72,1,26441.00000001,2212
Dan ,Central,42,5123,22348.28000001,184,238,950,171,1,36759,566
Dan ,Central,52,5123,24057.56,235,349,995,181,1,39679,805
Dan ,Central,79,5126,13670,333,946,559,43,1,23175,2726
Dan ,Central,63,5128,22986.38,237,487,1129,188,1,38434,1129
Dan ,Central,50,5139,14977.38000001,424,897,833,94,1,26159,2050
Dan ,Central,52,5139,23025.72,350,401,1160,197,1,38620,843
Dan ,Central,79,5143,15109.01000001,434,972,806,83,1,26476,2128
Dan ,Central,50,5143,16217.98,366,820,868,110,1,27996,1881
Dan ,Central,52,5143,24112.84000001,361,385,1200,206,1,40363,811
Dan ,Central,42,5145,21518.18000001,235,264,1105,186,1,35888,565
Dan ,Central,86,5150,25321.33000001,252,425,1346,217,1,42591,706
Dan ,Central,50,5151,16695.11,255,737,788,99,1,28279,1826
Dan ,Central,79,5152,15169.98,270,892,637,69,1,25841.00000001,2176
Dan ,Central,52,5153,23846.55000001,236,350,1018,184,1,39421.00000001,777
Dan ,Central,79,5157,12516.90000001,386,1175,657,50,1,22433.00000001,2535
Dan ,Central,50,5158,13993.54,342,1026,759,95,1,24672,2240
Dan ,Central,50,5164,13278.59,346,1047,706,81,1,23461.00000001,2331
Dan ,Central,70,5164,19438.18000001,320,779,1029,181,1,33395,1546
Dan ,Central,79,5168,12256.41,412,1250,648,43,1,22244,2546
Dan ,Central,51,5169,26773.77,234,421,1558,359,1,45398,567
Dan ,Central,79,5171,13502.55000001,395,1138,748,67,1,24158,2361
Dan ,Central,50,5172,13915.93,353,1019,796,98,1,24643,2195
Dan ,Central,68,5176,28842.59000001,284,518,2516,315,1,50591.00000001,553
Dan ,Central,63,5179,22334.59,275,619,1326,258,1,38344,1007
Dan ,Central,52,5180,22025.56,320,516,1159,256,1,37397.00000001,889
Dan ,Central,79,5185,12857.63,327,1044,471,22,1,21757,3094
Dan ,Central,42,5185,21617.34,205,249,957,186,1,35697.00000001,579
Dan ,Central,50,5186,22773.31,250,420,980,176,1,37641.00000001,1138
Dan ,Central,70,5187,23856.09000001,264,503,1046,188,1,39629.00000001,1226
Dan ,Central,51,5187,29464.55,220,346,1330,274,1,48789.00000001,645
Dan ,Central,50,5191,22558.30000001,254,399,973,186,1,37452,861
Dan ,Central,50,5197,23562.2,269,403,1076,203,1,39257.00000001,815
Dan ,Central,42,5198,20773.16,204,234,900,157,1,34233.00000001,568
Dan ,Central,52,5205,16757.99,327,608,807,12,1,28192,1604
Dan ,Central,52,5206,23929.05000001,267,408,1002,195,1,39575,982
Dan ,Central,52,5208,19863.21,302,527,814,138,1,33084,1274
Dan ,Central,50,5210,25932.49,226,412,1089,199,17,42858,914
Dan ,Central,52,5212,22142.82000001,292,453,902,166,23,36771,999
Dan ,Central,84,5213,23347.77,201,298,1031,185,1,38753.00000001,423
Dan ,Central,51,5213,28075.23000001,218,330,1193,231,1,46363,585
Dan ,Central,63,5214,21334.99,250,521,1206,183,1,36275,931
Dan ,Central,86,5214,22408.38,287,526,1270,189,1,38079,957
Dan ,Central,68,5214,26891.73000001,319,553,3129,350,1,48898.00000001,458
Dan ,Central,42,5220,21833.6,229,296,1065,182,1,36338,633
Dan ,Central,51,5220,27739.57000001,219,356,1439,256,1,46351,621
Dan ,Central,86,5222,14124.65,261,363,879,124,1,24285.00000001,637
Dan ,Central,50,5223,22259.02,245,387,1019,178,1,36970,931
Dan ,Central,43,5224,19146.39000001,327,812,901,121,1,32571,1818
Dan ,Central,45,5224,29930.14,236,405,1675,297,1,50418.00000001,518
Dan ,Central,51,5225,27766.26,214,349,1365,247,1,46237.00000001,610
Dan ,Central,79,5226,11955.2,377,1132,502,22,1,20962,2769
Dan ,Central,43,5228,19779.24,345,815,1001,143,1,33844,1715
Dan ,Central,45,5228,27280.37000001,265,513,1600,264,1,46319,777
Dan ,Central,73,5230,25829.16000001,229,435,1293,199,1,43163,857
Dan ,Central,52,5240,17473.31,314,514,871,134,1,29917.00000001,664
Dan ,Central,52,5244,18129.32,313,562,840,131,1,30536,1307
Dan ,Central,51,5244,25860.14000001,308,376,1236,235,12,43155,708
Dan ,Central,50,5245,23619.06,227,369,904,178,1,38804,921
Dan ,Central,42,5248,22100.64,213,266,964,169,23,36506,585
Dan ,Central,50,5250,21846.16,223,363,896,169,25,36029.00000001,933
Dan ,Central,86,5250,22507.39,282,515,1081,184,16,37756,1104
Dan ,Central,63,5250,23223.13,239,475,1069,169,1,38700,1054
Dan ,Central,68,5250,28928.07,269,479,1988,303,20,49704,495
Dan ,Central,79,5252,11730.47000001,490,952,488,493,1,20444,2911
Dan ,Central,73,5252,29315.57000001,265,380,1405,257,1,48774,705
Dan ,Central,51,5254,22778.4,270,261,1038,184,1,37714,594
Dan ,Central,52,5255,21795.09000001,351,461,1008,175,1,36490,1005
Dan ,Central,51,5257,26961.79,211,341,1325,226,2,44912,570
Dan ,Central,42,5258,22059.95,201,259,1017,168,1,36509.00000001,564
Dan ,Central,68,5258,27739.72000001,364,490,2565,336,1,49039.00000001,478
Dan ,Central,50,5261,24951.05,289,431,1281,242,1,42055,599
Dan ,Central,79,5262,13610.34000001,482,918,595,36,1,23163,2769
Dan ,Central,86,5263,20248.51,369,552,1072,157,1,34333.00000001,1209
Dan ,Central,50,5265,22264.23000001,316,412,1072,186,1,37290,831
Dan ,Central,63,5266,22020.50000001,250,435,1028,171,1,36768,916
Dan ,Central,45,5275,29969.58,304,339,1604,311,1,50238,512
Dan ,Central,42,5276,22312.89000001,235,256,1024,183,22,36957.00000001,564
Dan ,Central,43,5282,24123.44,366,574,1223,186,6,40733.00000001,1123
Dan ,Central,52,5284,22109.02,335,412,1018,190,1,36894,941
Dan ,Central,51,5284,27628.98,242,334,1346,235,1,45993.00000001,570
Dan ,Central,86,5285,20789.22,548,586,1379,190,1,35995,1216
Dan ,Central,50,5285,21119.93,324,470,1168,160,1,35686,1052
Dan ,Central,52,5286,21433.45,266,456,1131,166,1,36108,927
Dan ,Central,79,5288,12470.92,371,1087,498,23,1,21688,2670
Dan ,Central,51,5288,25907.81,214,398,1362,235,1,43473.00000001,642
Dan ,Central,43,5289,23753.34,295,621,1118,192,1,40196,926
Dan ,Central,79,5290,12468.32,347,1055,522,27,1,21697,2559
Dan ,Central,45,5290,30615.96,235,427,1685,323,1,51575.00000001,523
Dan ,Central,42,5291,22138.79,221,271,1090,198,1,36837.00000001,564
Dan ,Central,79,5295,12939,385,987,504,35,1,22232,2561
Dan ,Central,86,5295,20429.71,388,632,1497,205,1,35752,1078
Dan ,Central,50,5295,24449.23,239,413,934,128,1,40125.00000001,1073
Dan ,Central,43,5295,24928.45,307,598,1300,233,13,42275,981
Dan ,Central,79,5300,14294.22,332,939,513,30,1,23892,2906
Dan ,Central,52,5300,23470.57,273,393,915,123,1,38587,1022
Dan ,Central,42,5301,23312.28000001,222,260,938,128,1,38249.00000001,621
Dan ,Central,43,5301,25339.08,305,553,1053,136,1,42062,1239
Dan ,Central,68,5302,27370.89,266,607,1944,297,1,47643,408
Dan ,Central,63,5306,25191.79,235,473,1038,121,1,41693.00000001,976
Dan ,Central,50,5309,23290.60000001,233,404,859,113,1,38282,908
Dan ,Central,51,5315,29374.32,215,337,1366,300,1,48825,481
Dan ,Central,42,5316,24584.63000001,208,277,955,131,1,40411,447
Dan ,Central,43,5317,27874.66000001,302,512,1077,145,1,46232,794
Dan ,Central,68,5317,29974.09,337,466,2176,181,1,51552,514
Dan ,Central,52,5318,22834.19000001,265,413,883,119,1,37721.00000001,853
Dan ,Central,51,5319,29760.11,221,329,1222,171,1,48938.00000001,623
Dan ,Central,45,5319,31126.88,267,426,1353,180,1,51655.00000001,565
Dan ,Central,50,5320,20737.46000001,264,502,823,98,1,34185.00000001,1442
Dan ,Central,63,5321,22934.54,221,453,960,112,1,37914,1082
Dan ,Central,68,5323,25953.72,305,526,3272,365,1,47601,489
Dan ,Central,79,5324,13141.69,348,951,571,47,7,22660,2396
Dan ,Central,86,5324,18751.59000001,341,566,1186,167,1,32330,1098
Dan ,Central,42,5326,21143.78000001,197,247,960,184,1,34984,542
Dan ,Central,43,5326,24165.58,290,538,1192,221,1,40739,927
Dan ,Central,52,5327,20915.84,273,434,957,176,1,34912,980
Dan ,Central,51,5328,26591.93000001,224,330,1281,246,1,44264,562
Dan ,Central,86,5333,20298.17,358,577,1273,159,1,34933.00000001,1070
Dan ,Central,45,5333,30448.05000001,265,408,1679,285,1,51278,480
Dan ,Central,50,5336,20829.81,278,447,1027,141,1,34816,1117
Dan ,Central,43,5346,25832.90000001,271,506,1203,205,1,43240,884
Dan ,Central,68,5348,26483.16,356,540,5077,343,1,51705,460
Dan ,Central,50,5349,20305.63,235,447,947,151,1,33889.00000001,1043
Dan ,Central,53,5350,14882.68,328,882,623,57,2,25364,2208
Dan ,Central,52,5355,21072.97,238,473,1015,163,1,35260,1073
Dan ,Central,86,5356,20105.27,339,642,1314,165,1,34750,1253
Dan ,Central,68,5356,27728.62000001,270,531,3007,313,1,49806,497
Dan ,Central,51,5357,28052.03000001,201,344,1404,239,1,46729.00000001,590
Dan ,Central,45,5357,31470.22,238,408,1754,293,1,52946.00000001,513
Dan ,Central,63,5358,21796.46,231,528,1200,176,1,36895,1038
Dan ,Central,50,5359,20282.02000001,240,479,981,179,1,33944,1164
Dan ,Central,43,5363,25298.15,279,548,1277,238,1,42624,990
Dan ,Central,45,5363,29818.76000001,266,423,1665,358,1,50320,569
Dan ,Central,42,5364,22041.32000001,215,264,1056,230,16,36628,573
Dan ,Central,50,5365,19391.38,234,488,944,161,1,32479,1206
Dan ,Central,52,5365,22173.05000001,239,347,1082,234,1,37025.00000001,724
Dan ,Central,63,5366,22451.15,245,516,1185,193,1,37863,1048
Dan ,Central,79,5367,12772.89,318,1052,549,37,1,22157.00000001,2600
Dan ,Central,50,5371,20293.37,231,494,1040,158,1,34109.00000001,1131
Dan ,Central,79,5372,15355.09000001,303,920,667,72,1,26249.00000001,2237
Dan ,Central,63,5373,22884.08,228,529,1185,174,1,38508,1089
Dan ,Central,86,5376,18243.79,326,719,1140,138,1,31584,1491
Dan ,Central,63,5376,22083.83,237,525,1182,172,1,37292,1049
Dan ,Central,50,5385,20274.42000001,241,498,984,159,1,34034,1088
Dan ,Central,68,5389,26693.61,248,484,1801,301,12,45899,515
Dan ,Central,51,5389,27452.38,212,357,1347,263,1,45787,567
Dan ,Central,86,5392,18704.97,356,673,1216,167,21,32547,1235
Dan ,Central,42,5392,21337.92,228,202,1178,227,1,35528,641
Dan ,Central,45,5392,31036.19000001,250,435,1889,338,1,52634.00000001,523
Dan ,Central,42,5400,21790.68,215,300,1125,190,1,36396,616
Dan ,Central,50,5401,19537.47,257,525,997,158,9,32883,1269
Dan ,Central,43,5401,26021.84,291,543,1309,246,1,43921.00000001,827
Dan ,Central,79,5402,13622.95,307,912,489,35,1,23022,2492
Dan ,Central,52,5402,20830.11,243,450,896,147,1,34587,1089
Dan ,Central,45,5402,29846.38,240,399,1681,371,1,50358,501
Dan ,Central,50,5410,20099.07,248,479,903,135,1,33487,1175
Dan ,Central,79,5411,14912,298,851,543,48,1,25063,2314
Dan ,Central,42,5411,22397.38,212,258,978,164,1,36953.00000001,579
Dan ,Central,52,5412,21363.36,237,434,916,151,1,35432,1041
Dan ,Central,43,5412,26396.17,252,483,1137,201,2,43894,900
Dan ,Central,52,5413,21155.76,240,425,910,151,2,35091,1024
Dan ,Central,53,5414,16663.01000001,290,648,723,97,2,28035,1624
Dan ,Central,51,5415,26952.09000001,218,339,1368,310,1,45040,571
Dan ,Central,45,5415,29933.13,254,396,1802,373,1,50711.00000001,502
Dan ,Central,50,5416,20634.13,219,423,882,138,1,34165.00000001,1071
Dan ,Central,70,5416,23813.35,234,443,961,165,1,39371,983
Dan ,Central,86,5417,19532.39000001,333,599,1107,144,7,33391,1204
Dan ,Central,42,5417,21070.50000001,262,394,1040,154,1,35292,792
Dan ,Central,43,5417,26305.6,247,456,1164,221,4,43829.00000001,774
Dan ,Central,42,5418,21909.7,193,259,923,162,4,36086,583
Dan ,Central,53,5419,16354.69000001,275,625,701,94,1,27424,1640
Dan ,Central,52,5420,21197.08,259,461,987,154,1,35361.00000001,1097
Dan ,Central,79,5421,15606.89,314,856,660,66,1,26419,2270
Dan ,Central,50,5421,18819.38,245,492,958,137,1,31654,1165
Dan ,Central,79,5422,14203.53,328,942,583,47,1,24204,2488
Dan ,Central,86,5424,19303.55,349,616,1205,149,1,33239,1254
Dan ,Central,51,5426,26711.01,215,341,1347,229,1,44580,555
Dan ,Central,42,5433,21317.8,208,287,1035,164,1,35448,607
Dan ,Central,52,5435,20129.48,244,491,978,148,1,33724,1155
Dan ,Central,51,5435,20492.74,246,508,927,133,1,34123,1304
Dan ,Central,42,5442,21827.5,190,283,940,188,3,36055,613
Dan ,Central,52,5443,19949.87,239,465,932,181,1,33314,1151
Dan ,Central,51,5443,20789.72,195,283,993,176,1,34652,462
Dan ,Central,43,5443,26636.46000001,258,477,1159,263,1,44375,854
Dan ,Central,86,5444,18215.04,342,638,1029,141,1,31136,1474
Dan ,Central,45,5444,31259.15,243,383,1481,288,1,52067.9999999999,508
Dan ,Central,40,5445,22610.50000001,223,352,1073,190,1,37872,422
Dan ,Central,72,5445,29585.38000001,221,375,1347,269,20,49136,593
Dan ,Central,47,5446,20686.12,281,405,987,168,1,34784,632
Dan ,Central,84,5446,23546.66000001,215,294,1074,200,1,39102,487
Dan ,Central,63,5447,22627.71,239,485,1032,165,1,37720,1083
Dan ,Central,131,5447,27041.22000001,247,462,1519,302,8,45889.00000001,489
Dan ,Central,53,5448,13552.81,299,760,652,67,1,23035,2143
Dan ,Central,51,5449,27583.52,194,325,1186,267,2,45598,568
Dan ,Central,45,5449,30800.87,240,390,1462,318,1,51355,527
Dan ,Central,50,5452,19035.87,243,496,868,161,1,31740,1324
Dan ,Central,43,5453,24770.61000001,260,517,1069,232,1,41274,1064
Dan ,Central,50,5455,19359.34,232,489,855,159,9,32194,1317
Dan ,Central,42,5455,21818.66000001,190,273,929,198,1,36014,593
Dan ,Central,68,5466,28390.21,304,496,2800,348,1,50414,502
Dan ,Central,45,5466,30439.58,234,380,1465,299,6,50769,509
Dan ,Central,42,5467,21872.68,200,276,952,173,1,36115,621
Dan ,Central,79,5470,13192.06,344,907,493,25,1,22267,2638
Dan ,Central,52,5471,20607.9,262,475,912,150,1,34303,1173
Dan ,Central,50,5474,19351.34,245,496,883,137,1,32278,1267
Dan ,Central,70,5482,20153.61,289,609,931,134,1,33867,1405
Dan ,Central,133,5482,20343.87,194,268,1068,170,1,34084,412
Dan ,Central,56,5482,20627.65,176,330,1382,195,1,35317.00000001,339
Dan ,Central,80,5483,25134.91000001,300,515,1831,336,1,43767,433
Dan ,Central,53,5485,19524.94,269,513,971,141,1,32778,1265
Dan ,Central,9,5498,27459.6,233,449,1747,355,1,46965.00000001,437
Dan ,Central,43,5499,23735.35000001,289,596,1223,227,1,40162,1118
Dan ,Central,7,5499,27319.21,230,441,1720,350,1,46677.00000001,428
Dan ,Central,11,5500,28037.34,235,445,1729,349,1,47802.00000001,448
Dan ,Central,63,5508,21993.39,251,530,1161,198,1,37103,1131
Dan ,Central,42,5510,21554.96,145,295,878,132,1,35434,664
Dan ,Central,130,5510,25107.08,403,452,2783,260,1,45149.00000001,580
Dan ,Central,132,5511,24363.51000001,411,429,1444,299,1,41617.00000001,560
Dan ,Central,49,5512,18691.81,250,451,988,172,1,31570,966
Dan ,Central,42,5512,20873.22,195,320,1070,201,1,34874,694
Dan ,Central,51,5512,27055.51000001,221,356,1402,292,1,45271,607
Dan ,Central,56,5514,20659.82,138,304,1163,142,1,34852,303
Dan ,Central,53,5515,18275.08,242,535,927,160,21,30797.00000001,1319
Dan ,Central,53,5515,19456.68,223,439,956,121,1,32641.00000001,901
Dan ,Central,40,5515,20192.42000001,178,339,851,140,1,33642,402
Dan ,Central,50,5516,20609.11,199,474,857,123,1,34149.00000001,1141
Dan ,Central,50,5516,20769.62000001,246,521,1081,212,1,34999,1204
Dan ,Central,56,5517,20479.73000001,168,335,1456,250,12,35283,332
Dan ,Central,133,5517,21168.14,255,395,1197,245,1,35862,696
Dan ,Central,69,5517,25882.04,253,371,1450,325,1,43714,513
Dan ,Central,69,5517,27022.45000001,220,361,1238,208,1,44944,514
Dan ,Central,52,5518,19120.01,254,531,973,189,1,32244,1252
Dan ,Central,52,5518,19813.37,216,500,813,117,1,32874,1216
Dan ,Central,70,5518,20808.69000001,264,603,972,186,12,34978,1379
Dan ,Central,72,5518,27222.38,542,368,1259,290,9,45528,712
Dan ,Central,130,5520,26654.81,362,429,2145,183,1,46265.00000001,548
Dan ,Central,132,5521,25648.6,440,413,1475,195,1,43462,680
Dan ,Central,9,5522,25754.65,247,469,1933,407,1,44748,475
Dan ,Central,77,5524,22129.59000001,608,395,1526,142,1,38136,737
Dan ,Central,43,5524,27116.51000001,233,478,1262,198,1,45211,874
Dan ,Central,45,5525,29823.79,236,361,1487,333,1,49846,485
Dan ,Central,47,5526,19113.88,286,419,862,174,1,32082,773
Dan ,Central,47,5526,19866.36,266,433,823,124,1,33178,744
Dan ,Central,80,5526,25160.39,259,462,1677,343,1,43376,394
Dan ,Central,86,5527,17016.36,333,669,947,150,1,29149.00000001,1584
Dan ,Central,86,5527,17889.4,311,661,877,97,1,30355,1491
Dan ,Central,64,5527,19037.17,181,240,891,205,1,31687,414
Dan ,Central,64,5527,22277.77,142,257,891,151,1,36620,467
Dan ,Central,84,5527,22748.92000001,194,268,997,232,1,37663,490
Dan ,Central,84,5527,23750.99,157,267,928,156,1,38993.00000001,485
Dan ,Central,59,5527,25327.98000001,242,367,1394,308,1,42773.00000001,447
Dan ,Central,59,5527,25887.43,219,395,1491,220,1,43800,444
Dan ,Central,40,5528,19618.85000001,211,332,915,206,14,32947,393
Dan ,Central,49,5529,17646.14,255,460,845,158,6,29650,1068
Dan ,Central,131,5529,26092.84000001,246,440,1534,357,1,44427,489
Dan ,Central,68,5529,27231.88000001,292,476,3153,324,1,49186.00000001,470
Dan ,Central,79,5530,13305.73000001,331,886,500,36,1,22537.00000001,2440
